code_type,code,lat,lon
IATA,BEB,57.48109817504883,-7.3627800941467285
IATA,BEC,37.694499969499994,-97.21499633790002
IATA,BED,42.47000122,-71.28900146
IATA,BEF,11.991000175476074,-83.77410125732422
IATA,BEG,44.8184013367,20.3090991974
IATA,BEI,9.38638973236084,34.52190017700195
IATA,BEJ,2.1555,117.431999
IATA,BEK,28.4221000671,79.45079803470001
IATA,BEL,-1.3792500495900002,-48.4762992859
IATA,BEM,32.401895,-6.315905
IATA,BEN,32.096801757799994,20.2695007324
IATA,BEO,-33.0667,151.647995
IATA,BEP,15.162799835205078,76.88279724121094
IATA,BEQ,52.34260177612305,0.7729390263557434
IATA,BES,48.447898864746094,-4.418540000915527
IATA,BET,60.77980042,-161.8379974
IATA,BEU,-24.346099853515625,139.4600067138672
IATA,BEV,31.287000656128,34.722999572754
IATA,BEW,-19.79640007019043,34.90760040283203
IATA,BEX,51.616401672399995,-1.09582996368
IATA,BEY,33.820899963378906,35.488399505615234
IATA,BEZ,-1.3547199964523315,176.0070037841797
IATA,BFD,41.8031005859375,-78.64009857177734
IATA,BFE,51.964722,8.544444
IATA,BFF,41.87400055,-103.5960007
IATA,BFH,-25.4050998688,-49.23199844359999
IATA,BFI,47.529998779296875,-122.302001953125
IATA,BFJ,27.267066,105.472097
IATA,BFK,39.701698303200004,-104.751998901
IATA,BFL,35.43360138,-119.0569992
IATA,BFM,30.626800537100003,-88.06809997559999
IATA,BFN,-29.092699050900002,26.302400589
IATA,BFO,-21.008101,31.5786
IATA,BFP,40.7724990845,-80.39140319820001
IATA,BFS,54.6575012207,-6.2158298492399995
IATA,BFT,32.4122009277,-80.6343994141
IATA,BFU,32.8477333333,117.320244444
IATA,BFV,15.229499816894531,103.25299835205078
IATA,BFW,35.1717987061,-0.593275010586
IATA,BFX,5.536920070650001,10.354599952700001
IATA,BGA,7.1265,-73.1848
IATA,BGC,41.8578,-6.70713
IATA,BGD,35.700901031499995,-101.393997192
IATA,BGE,30.9715004,-84.63739777
IATA,BGF,4.39847993850708,18.518800735473633
IATA,BGG,38.8592605591,40.5959625244
IATA,BGI,13.0746002197,-59.4925003052
IATA,BGL,28.212799072265625,83.66629791259766
IATA,BGM,42.20869827,-75.97979736
IATA,BGN,68.556602,146.231506
IATA,BGO,60.29339981,5.218140125
IATA,BGR,44.80739974975586,-68.8281021118164
IATA,BGW,33.262500762900004,44.2346000671
IATA,BGX,-31.39049911499,-54.112201690674
IATA,BGY,45.673901,9.70417
IATA,BGZ,41.5871009827,-8.445139884949999
IATA,BHB,44.45000076,-68.3615036
IATA,BHD,54.618099212646484,-5.872499942779541
IATA,BHE,-41.5182991027832,173.8699951171875
IATA,BHG,15.7631,-84.543602
IATA,BHH,19.984399795532227,42.62089920043945
IATA,BHI,-38.725,-62.1693
IATA,BHJ,23.2877998352,69.6701965332
IATA,BHK,39.775001525878906,64.4832992553711
IATA,BHM,33.56290054,-86.75350189
IATA,BHN,14.781999588012695,45.72010040283203
IATA,BHO,23.2875003815,77.3374023438
IATA,BHP,27.14739990234375,87.05079650878906
IATA,BHQ,-32.0013999939,141.472000122
IATA,BHR,27.678101,84.429398
IATA,BHS,-33.4094009399,149.651992798
IATA,BHU,21.752199173,72.1852035522
IATA,BHV,29.348100662231445,71.71800231933594
IATA,BHW,32.056098938,72.94840240479999
IATA,BHX,52.453899383499994,-1.74802994728
IATA,BHY,21.5394,109.293999
IATA,BIA,42.55270004272461,9.48373031616211
IATA,BIB,3.102220058441162,43.62860107421875
IATA,BID,41.1680984497,-71.577796936
IATA,BIF,31.84950066,-106.3799973
IATA,BIG,63.9944992065,-145.722000122
IATA,BIH,37.3731002808,-118.363998413
IATA,BIK,-1.190019965171814,136.10800170898438
IATA,BIL,45.807701110839844,-108.54299926757812
IATA,BIM,25.6998996735,-79.2647018433
IATA,BIN,34.81700134277344,67.81700134277344
IATA,BIO,43.30110168457031,-2.9106099605560303
IATA,BIQ,43.4683333,-1.5311111
IATA,BIR,26.48150062561035,87.26399993896484
IATA,BIS,46.772701263427734,-100.74600219726562
IATA,BIU,65.64129638671875,-23.546199798583984
IATA,BIX,30.4104003906,-88.92440032959999
IATA,BIY,-32.8970985413,27.279100418099997
IATA,BJA,36.7120018005,5.0699200630200005
IATA,BJB,37.49300003051758,57.30820083618164
IATA,BJC,39.90879822,-105.1169968
IATA,BJF,70.60050201416,29.691400527954
IATA,BJH,29.538999557495117,81.1854019165039
IATA,BJI,47.50939941,-94.93370056
IATA,BJL,13.338000297546387,-16.65220069885254
IATA,BJM,-3.3240199089050293,29.318500518798828
IATA,BJO,-22.7733001709,-64.31289672850001
IATA,BJP,-22.979162,-46.537508
IATA,BJR,11.608099937438965,37.32160186767578
IATA,BJU,29.50200080871582,81.66899871826172
IATA,BJV,37.25059890749999,27.6643009186
IATA,BJW,-8.70743498008,121.057426929
IATA,BJX,20.9935,-101.481003
IATA,BJY,44.935299,20.2575
IATA,BJZ,38.891300201416016,-6.8213300704956055
IATA,BKA,55.6171989441,38.0600013733
IATA,BKB,28.070600509643555,73.20719909667969
IATA,BKC,65.9815979004,-161.149002075
IATA,BKD,32.71900177,-98.89099884030001
IATA,BKE,44.837299346900004,-117.808998108
IATA,BKG,36.532082,-93.200544
IATA,BKH,22.022800445599998,-159.785003662
IATA,BKI,5.9372100830078125,116.0510025024414
IATA,BKK,13.681099891662598,100.74700164794922
IATA,BKL,41.51750183105469,-81.68329620361328
IATA,BKM,3.9739999771118164,115.61799621582031
IATA,BKO,12.5335,-7.94994
IATA,BKQ,-24.427799224900003,145.429000854
IATA,BKS,-3.8637,102.338997
IATA,BKW,37.787300109899995,-81.1241989136
IATA,BKY,-2.3089799880981445,28.808799743652344
IATA,BKZ,-1.332,31.8212
IATA,BLA,10.111111,-64.692222
IATA,BLB,8.91479,-79.599602
IATA,BLE,60.422000885009766,15.515199661254883
IATA,BLF,37.295799255371094,-81.20770263671875
IATA,BLG,2.65000009537,113.766998291
IATA,BLH,33.6192016602,-114.717002869
